,Edad,Género,Horas_de_uso _de_la_tecnología,Horas_de_uso_de_las_redes_sociales,Horas_de_juego,Horas_de_tiempo_en_pantalla,Estado_de_salud_mental,Nivel_de_estrés,Horas_de_sueño,Horas_de_actividad_física,Acceso_a_sistemas_de_soporte,Impacto_en_el_entorno_laboral
10354,38,Hombre,6.27,3.971435469268686,4.83,6.87,Excelente,Bajo,4.42,0.54,Si,Neutral
10355,25,Hombre,1.03,0.09,2.33,9.36,Neutral,Bajo,4.6,9.96,No,Positivo
10356,58,Mujer,6.51,6.86,0.21,11.7,Excelente,Medio,5.55,1.55,Si,Neutral
10357,56,Hombre,5.52,0.68,1.29,3.16,Mala,Medio,5.21,1.9,No,Neutral
10358,64,Mujer,3.81,1.12,2.5259352591682034,5.3,Excelente,Alto,4.4,6.76,No,Neutral
10360,56,Mujer,2.78,7.26,4.1,10.04,Neutral,Bajo,4.69,4.09,No,Neutral
10361,60,Mujer,2.11,4.17,1.51,11.43,Neutral,Alto,8.18,1.58,Si,Positivo
10363,19,Mujer,6.443269288803943,5.82,3.86,10.79,Excelente,Bajo,6.500054364240411,5.87,No,Neutral
10364,46,Otro,2.96,2.72,0.41,11.07,Buena,Medio,6.95,1.54,No,Neutral
10365,18,Hombre,5.28,6.47,0.97,5.01,Excelente,Alto,6.69,8.1,No,Negativo
10366,58,Hombre,2.5,1.27,2.5259352591682034,12.58,Buena,Bajo,6.02,6.96,Si,Positivo
10367,29,Hombre,3.63,0.44,4.18,3.12,Excelente,Alto,6.6,5.15,No,Negativo
10368,21,Hombre,3.94,5.14,2.49,14.18,Mala,Bajo,7.91,4.3,No,Neutral
10370,37,Hombre,6.08,6.22,2.38,8.04,Buena,Medio,5.2,8.48,Si,Negativo
10372,51,Mujer,5.64,4.06,1.9,2.84,Mala,Bajo,6.34,3.97,Si,Neutral
10373,41,Mujer,8.13,2.23,1.14,7.965271254230335,Buena,Alto,7.01,0.79,No,Positivo
10374,60,Hombre,8.05,7.63,1.3,4.65,Neutral,Medio,8.48,4.3,No,Positivo
10377,45,Hombre,7.19,1.73,2.81,11.51,Excelente,Alto,5.99,1.15,Si,Negativo
10380,61,Hombre,5.79,3.51,4.38,7.81,Mala,Bajo,5.66,6.36,No,Negativo
10381,60,Hombre,10.52,1.32,1.02,12.44,Mala,Bajo,7.32,1.89,Si,Neutral
10383,28,Hombre,9.36,2.88,2.91,11.16,Mala,Bajo,5.85,3.58,No,Neutral
10384,43,Otro,4.8,2.21,2.69,7.965271254230335,Buena,Alto,6.45,2.82,No,Neutral
10385,43,Hombre,6.81,1.38,0.41,8.35,Mala,Bajo,4.01,6.12,Si,Positivo
10387,24,Otro,1.3,3.96,4.7,4.96,Excelente,Alto,6.5,1.81,No,Negativo
10388,38,Mujer,3.34,2.86,0.19,4.62,Neutral,Alto,8.03,7.97,No,Positivo
10390,26,Mujer,5.74,5.04,4.51,2.83,Neutral,Bajo,4.06,5.64,Si,Positivo
10391,33,Mujer,2.03,3.49,3.31,3.44,Mala,Alto,7.41,6.99,Si,Positivo
10392,53,Mujer,4.71,5.08,2.1,6.07,Buena,Alto,7.3,6.87,No,Negativo
10393,56,Otro,10.58,7.01,1.47,3.57,Mala,Bajo,7.0,7.2,Si,Neutral
10394,23,Mujer,10.19,1.22,2.13,3.02,Buena,Medio,7.81,9.32,Si,Negativo
10397,20,Mujer,6.98,6.15,4.87,14.91,Buena,Alto,7.66,5.78,Si,Positivo
10398,49,Mujer,6.13,4.65,3.89,14.83,Mala,Medio,5.75,9.64,No,Neutral
10401,37,Hombre,4.52,0.98,3.67,10.6,Buena,Bajo,6.92,2.15,No,Positivo
10403,40,Otro,1.31,7.25,3.83,14.98,Neutral,Bajo,5.54,7.54,No,Positivo
10405,23,Mujer,8.39,2.76,1.16,11.18,Mala,Bajo,7.79,1.97,Si,Positivo
10406,51,Mujer,9.42,2.4,2.68,5.28,Mala,Alto,7.18,8.27,No,Negativo
10407,44,Hombre,7.79,1.09,3.56,8.59,Mala,Medio,6.18,6.16,No,Neutral
10408,26,Mujer,11.84,6.76,0.4,14.89,Mala,Medio,5.22,2.5,No,Neutral
10409,31,Hombre,4.98,0.46,2.56,12.39,Buena,Medio,7.01,8.76,No,Positivo
10412,19,Otro,9.11,1.12,0.35,2.07,Buena,Alto,4.95,8.5,Si,Positivo
10413,27,Hombre,2.84,3.29,4.37,3.39,Excelente,Alto,7.24,5.23,Si,Negativo
10414,59,Mujer,6.87,6.49,4.58,7.86,Buena,Medio,5.42,0.95,No,Positivo
10415,31,Otro,4.87,1.56,1.77,13.05,Buena,Alto,7.52,2.71,No,Negativo
10416,41,Mujer,10.52,2.7,0.7,4.34,Buena,Bajo,6.93,6.97,Si,Neutral
10417,45,Otro,2.41,1.56,4.4,10.19,Excelente,Bajo,7.78,4.37,Si,Negativo
10418,48,Hombre,2.34,1.21,0.06,13.88,Buena,Medio,7.46,5.29,Si,Positivo
10419,40,Hombre,10.55,1.06,1.33,7.3,Excelente,Bajo,7.28,4.02,No,Negativo
10420,59,Otro,1.2,2.67,0.11,11.23,Mala,Medio,5.21,7.0,Si,Negativo
10421,19,Hombre,2.17,2.22,0.67,4.01,Mala,Bajo,5.99,5.43,No,Neutral
10422,29,Mujer,10.81,6.88,2.79,1.99,Buena,Bajo,4.18,8.83,Si,Negativo
10423,57,Hombre,1.43,7.28,1.0,7.965271254230335,Buena,Bajo,6.23,5.01,Si,Positivo
10424,19,Mujer,8.93,4.97,3.23,5.65,Excelente,Medio,7.53,5.55,No,Positivo
10426,21,Mujer,2.63,3.18,4.9,1.13,Excelente,Bajo,4.32,8.24,No,Negativo
10428,26,Mujer,4.51,3.25,2.52,4.56,Neutral,Alto,8.62,3.0,No,Neutral
10429,32,Mujer,8.82,2.11,4.68,6.5,Mala,Bajo,6.27,3.68,No,Positivo
10430,19,Mujer,9.24,5.17,4.44,12.63,Buena,Bajo,5.97,7.94,Si,Neutral
10432,31,Hombre,8.14,3.55,3.45,11.83,Excelente,Bajo,6.08,5.47,Si,Positivo
10433,43,Otro,6.49,6.49,2.17,2.85,Excelente,Bajo,8.32,0.82,Si,Negativo
10434,59,Otro,11.42,3.23,4.44,14.13,Excelente,Bajo,5.61,5.92,No,Negativo
10436,45,Otro,8.37,5.18,4.43,14.18,Excelente,Bajo,6.3,7.97,No,Positivo
10437,37,Mujer,9.22,0.98,4.95,11.11,Mala,Alto,5.59,7.28,No,Negativo
10438,39,Hombre,3.3,5.3,4.6,3.39,Mala,Medio,5.65,9.54,No,Neutral
10439,53,Hombre,3.45,6.92,1.65,7.965271254230335,Excelente,Bajo,8.04,8.1,No,Neutral
10440,25,Hombre,7.42,2.63,1.29,8.95,Neutral,Medio,5.22,0.19,No,Positivo
10442,19,Mujer,3.14,4.4,2.28,4.06,Excelente,Alto,4.17,7.92,No,Neutral
10444,46,Mujer,9.35,5.96,4.52,10.58,Excelente,Alto,8.03,1.24,Si,Negativo
10446,25,Mujer,3.89,0.09,2.47,14.39,Buena,Medio,8.94,9.69,Si,Negativo
10447,57,Hombre,5.29,6.48,4.15,1.13,Mala,Alto,6.52,5.84,No,Neutral
10449,39,Mujer,6.443269288803943,3.21,3.15,2.4,Mala,Bajo,4.08,9.41,No,Negativo
10450,63,Otro,6.05,0.05,0.73,1.14,Neutral,Medio,5.19,5.005510655408122,No,Positivo
10451,56,Mujer,1.38,4.82,2.86,6.66,Excelente,Bajo,5.11,1.67,No,Neutral
10453,52,Hombre,7.7,7.19,3.02,1.44,Buena,Bajo,4.14,1.94,Si,Negativo
10455,50,Hombre,7.79,7.04,1.57,12.3,Neutral,Medio,4.88,1.96,No,Neutral
10457,36,Mujer,11.09,6.69,1.21,5.99,Neutral,Medio,4.32,1.84,No,Neutral
10459,57,Hombre,6.58,3.5,4.43,5.23,Neutral,Alto,8.6,8.25,No,Negativo
10460,43,Mujer,4.5,2.21,1.38,1.59,Neutral,Alto,7.53,4.42,No,Positivo
10461,48,Otro,4.26,5.87,0.93,5.1,Buena,Medio,5.29,5.91,Si,Negativo
10462,22,Mujer,9.32,6.42,0.34,7.83,Mala,Alto,4.64,1.66,No,Positivo
10463,47,Mujer,4.73,0.7,2.5259352591682034,7.84,Buena,Bajo,8.21,6.84,Si,Negativo
10466,26,Mujer,3.73,1.0,2.72,10.54,Neutral,Medio,8.59,1.55,No,Neutral
10467,24,Mujer,4.5,1.05,1.04,4.06,Neutral,Alto,4.94,8.26,No,Positivo
10469,57,Mujer,9.42,3.91,0.5,11.78,Neutral,Alto,4.97,9.17,No,Neutral
10470,48,Mujer,5.53,0.44,4.39,13.32,Neutral,Medio,7.73,4.99,No,Neutral
10471,59,Otro,6.34,0.42,1.43,8.96,Buena,Bajo,8.1,6.08,No,Negativo
10472,36,Hombre,9.26,4.55,3.67,8.41,Neutral,Alto,5.19,5.08,Si,Negativo
10474,31,Mujer,5.0,2.15,3.61,8.11,Neutral,Bajo,6.54,4.18,Si,Negativo
10475,30,Otro,9.97,2.79,2.52,8.23,Neutral,Bajo,8.19,2.61,Si,Neutral
10476,62,Hombre,6.9,7.15,1.14,8.26,Neutral,Medio,7.87,8.59,No,Negativo
10477,51,Mujer,8.5,3.39,4.81,10.51,Neutral,Bajo,5.31,2.43,No,Positivo
10478,44,Mujer,3.5,1.49,1.28,5.56,Excelente,Alto,6.83,7.82,Si,Negativo
10479,23,Otro,1.32,2.09,0.1,4.66,Excelente,Medio,4.86,5.2,No,Negativo
10480,23,Hombre,2.3,0.54,1.32,13.64,Mala,Bajo,6.59,0.65,Si,Positivo
10481,47,Hombre,6.79,6.78,0.16,7.98,Buena,Bajo,7.95,5.86,Si,Positivo
10482,43,Hombre,7.43,5.45,4.44,5.11,Excelente,Bajo,4.55,6.16,No,Neutral
10483,62,Mujer,6.62,5.06,4.5,5.31,Buena,Medio,5.06,5.94,No,Positivo
10484,34,Mujer,2.37,3.34,4.95,3.41,Buena,Bajo,8.94,8.48,No,Positivo
10485,59,Hombre,5.87,1.21,4.86,6.66,Neutral,Alto,7.04,0.3,Si,Negativo
10488,48,Otro,9.53,1.48,0.38,9.11,Mala,Bajo,8.01,6.85,No,Positivo
10489,48,Otro,1.12,6.56,4.44,2.0,Buena,Bajo,6.62,1.45,No,Negativo
10490,64,Hombre,2.86,4.41,4.16,13.21,Excelente,Bajo,4.13,8.55,Si,Neutral
10491,65,Hombre,1.87,5.28,0.28,1.16,Excelente,Alto,8.08,2.54,Si,Neutral
10492,30,Hombre,8.1,4.64,3.58,2.61,Mala,Bajo,5.88,7.46,No,Neutral
10493,49,Otro,6.443269288803943,4.54,4.35,9.3,Neutral,Medio,4.29,7.18,No,Neutral
10495,55,Hombre,7.65,1.56,3.06,11.55,Buena,Alto,7.72,3.75,Si,Neutral
10496,38,Hombre,8.38,0.04,3.63,5.38,Neutral,Medio,4.56,8.4,Si,Neutral
10498,56,Mujer,1.14,3.74,4.08,8.88,Buena,Bajo,8.0,5.09,No,Positivo
10499,55,Hombre,8.34,0.43,0.19,13.31,Mala,Alto,6.3,7.48,No,Negativo
10500,65,Mujer,7.54,6.4,0.0,9.01,Excelente,Bajo,7.11,9.4,No,Positivo
10501,35,Hombre,5.0,3.971435469268686,1.34,12.54,Excelente,Alto,8.33,6.56,No,Positivo
10502,22,Mujer,10.23,7.93,1.11,7.57,Excelente,Medio,5.18,9.29,Si,Neutral
10503,63,Mujer,3.38,2.55,3.79,9.78,Excelente,Medio,8.61,1.34,Si,Neutral
10504,49,Mujer,3.57,4.49,3.76,10.92,Excelente,Bajo,7.04,0.18,No,Positivo
10507,25,Otro,1.54,1.7,0.85,4.19,Mala,Alto,6.87,1.97,Si,Neutral
10508,57,Hombre,5.67,4.87,2.2,11.29,Neutral,Medio,8.13,6.2,No,Negativo
10509,41,Otro,11.62,0.05,4.83,13.58,Buena,Medio,7.41,3.66,Si,Neutral
10513,64,Otro,4.95,0.27,4.24,9.81,Neutral,Medio,5.96,0.62,Si,Neutral
10514,47,Hombre,1.85,5.0,0.83,11.17,Neutral,Medio,4.43,5.09,Si,Positivo
10516,36,Hombre,8.85,2.99,0.74,7.965271254230335,Buena,Medio,7.29,8.94,Si,Neutral
10517,18,Otro,2.79,0.2,2.6,9.73,Excelente,Bajo,8.05,3.14,Si,Negativo
10520,45,Otro,4.62,4.04,2.35,6.23,Buena,Alto,5.48,2.3,Si,Negativo
10521,21,Otro,3.4,5.47,2.9,7.965271254230335,Neutral,Bajo,6.01,5.52,Si,Negativo
10522,53,Mujer,1.75,7.79,0.5,4.33,Excelente,Alto,4.78,3.94,Si,Positivo
10527,41,Hombre,6.27,5.27,0.74,12.79,Excelente,Medio,4.0,8.05,No,Positivo
10528,44,Hombre,6.28,3.25,0.91,4.45,Mala,Alto,5.76,2.0,Si,Positivo
10530,54,Otro,8.72,4.27,2.12,12.04,Buena,Medio,8.38,6.23,No,Negativo
10531,27,Otro,5.35,5.09,4.17,5.51,Buena,Medio,7.25,6.01,Si,Positivo
10533,43,Hombre,9.03,1.82,3.5,10.89,Neutral,Bajo,8.54,2.58,No,Positivo
10534,60,Mujer,8.73,3.54,1.42,9.42,Neutral,Bajo,4.37,5.48,No,Neutral
10535,19,Mujer,5.5,2.13,3.36,11.96,Buena,Alto,8.79,1.75,No,Positivo
10537,40,Otro,10.71,4.11,0.26,3.24,Neutral,Alto,6.18,3.19,Si,Neutral
10539,57,Mujer,5.03,4.02,1.28,2.62,Neutral,Medio,6.26,0.34,No,Negativo
10540,47,Mujer,1.23,2.04,1.19,12.94,Excelente,Bajo,6.44,3.67,No,Positivo
10541,59,Otro,10.8,3.78,4.12,4.06,Excelente,Bajo,8.16,3.45,No,Negativo
10543,50,Mujer,2.11,2.5,4.91,11.19,Excelente,Medio,5.77,3.36,Si,Positivo
10544,25,Hombre,4.33,5.97,2.34,6.49,Neutral,Bajo,6.86,5.17,No,Negativo
10547,24,Otro,11.04,3.38,2.6,9.2,Mala,Alto,8.37,8.56,No,Neutral
10550,34,Hombre,3.3,2.66,2.84,7.965271254230335,Neutral,Bajo,4.75,6.37,Si,Neutral
10551,30,Hombre,5.71,2.11,1.39,10.81,Mala,Bajo,8.84,2.59,No,Neutral
10552,24,Hombre,10.12,4.25,1.4,10.76,Neutral,Alto,5.31,2.3,No,Positivo
10555,30,Hombre,9.5,3.56,4.68,11.81,Excelente,Medio,7.5,6.17,No,Negativo
10557,47,Hombre,7.27,3.09,3.76,13.21,Excelente,Alto,6.82,7.14,Si,Negativo
10558,61,Hombre,9.29,0.61,2.65,1.69,Excelente,Bajo,4.34,0.56,No,Positivo
10559,36,Otro,2.32,2.47,1.82,9.32,Mala,Medio,4.23,4.64,Si,Negativo
10561,21,Otro,2.11,5.2,1.79,7.12,Neutral,Alto,7.52,1.55,No,Positivo
10562,32,Otro,5.58,6.48,0.85,11.55,Neutral,Alto,7.31,5.99,Si,Negativo
10565,18,Otro,6.48,5.25,0.5,5.54,Mala,Alto,5.43,3.91,Si,Positivo
10567,31,Hombre,10.94,2.36,4.6,14.32,Mala,Alto,7.35,4.86,No,Neutral
10568,38,Hombre,1.42,3.85,4.36,1.34,Mala,Bajo,5.36,7.98,No,Negativo
10569,19,Otro,4.93,6.02,4.33,3.19,Excelente,Bajo,4.31,7.57,Si,Neutral
10570,58,Otro,8.85,0.46,1.03,9.8,Buena,Medio,6.62,2.2,No,Positivo
10572,50,Otro,9.07,6.68,1.04,9.9,Neutral,Alto,8.33,6.95,Si,Neutral
10573,55,Hombre,5.12,4.47,4.66,2.59,Mala,Alto,7.12,5.29,No,Positivo
10574,24,Hombre,5.46,0.65,4.25,1.16,Buena,Bajo,6.74,6.62,No,Neutral
10576,40,Otro,1.29,7.35,1.14,8.97,Excelente,Medio,8.99,8.99,No,Positivo
10577,38,Otro,11.75,5.84,2.89,7.23,Mala,Alto,4.07,6.56,Si,Negativo
10579,63,Mujer,2.55,2.88,4.21,11.48,Mala,Bajo,4.53,3.01,No,Positivo
10580,53,Hombre,5.41,6.53,2.39,8.04,Neutral,Alto,6.76,3.19,Si,Positivo
10581,44,Otro,3.02,3.43,2.5259352591682034,14.51,Neutral,Bajo,8.42,5.92,Si,Negativo
10582,37,Mujer,4.25,5.31,3.79,7.52,Buena,Medio,8.81,9.58,Si,Negativo
10583,59,Hombre,6.04,5.16,3.82,2.9,Mala,Bajo,6.66,4.41,No,Neutral
10584,35,Otro,3.32,2.84,1.24,6.16,Buena,Alto,8.81,8.59,Si,Positivo
10585,65,Otro,7.09,6.46,1.75,8.93,Mala,Bajo,8.98,3.18,Si,Negativo
10587,40,Hombre,6.87,5.87,4.01,9.71,Buena,Alto,7.18,9.74,No,Positivo
10588,48,Otro,5.34,7.57,4.02,3.0,Excelente,Medio,6.14,6.27,Si,Positivo
10590,27,Hombre,4.79,5.56,4.25,4.34,Neutral,Medio,4.42,4.41,No,Positivo
10591,24,Otro,2.8,3.32,2.5259352591682034,11.58,Neutral,Medio,5.68,9.1,No,Positivo
10592,18,Otro,2.38,2.45,0.65,10.38,Neutral,Bajo,6.07,0.68,No,Neutral
10593,24,Hombre,10.93,5.3,3.61,7.05,Excelente,Alto,5.52,5.91,Si,Positivo
10595,56,Otro,5.4,6.49,3.01,6.42,Excelente,Medio,4.25,4.42,No,Neutral
10597,19,Otro,3.47,4.57,4.79,1.73,Excelente,Bajo,5.43,9.01,No,Positivo
10598,30,Otro,1.38,5.24,4.66,9.08,Mala,Medio,4.88,3.42,Si,Negativo
10600,42,Mujer,4.63,2.22,1.0,13.11,Buena,Bajo,5.84,8.09,Si,Positivo
10601,29,Mujer,4.98,0.61,1.35,14.96,Buena,Medio,8.35,2.79,No,Negativo
10602,44,Mujer,3.95,0.37,0.27,13.63,Buena,Bajo,7.19,7.13,Si,Neutral
10603,55,Mujer,7.55,1.15,0.88,13.36,Mala,Medio,6.82,4.75,No,Negativo
10604,30,Otro,3.85,6.69,3.5,10.37,Buena,Alto,6.81,1.61,Si,Negativo
10606,48,Mujer,7.87,6.29,3.67,12.94,Neutral,Medio,4.57,6.4,No,Negativo
10607,38,Mujer,11.02,5.69,0.45,3.81,Excelente,Medio,6.34,2.63,No,Positivo
10608,64,Otro,8.43,3.68,0.77,4.51,Buena,Alto,6.8,0.65,Si,Negativo
10609,48,Hombre,7.05,1.62,3.62,1.22,Neutral,Bajo,6.7,5.26,Si,Neutral
10612,56,Mujer,9.07,5.54,1.67,2.8,Mala,Alto,8.61,7.12,Si,Negativo
10613,21,Mujer,9.26,2.24,0.78,6.11,Neutral,Bajo,4.57,9.64,Si,Neutral
10614,42,Otro,8.41,4.7,3.85,2.56,Mala,Medio,7.39,0.07,Si,Neutral
10616,23,Hombre,7.29,7.47,1.64,14.31,Excelente,Medio,5.53,9.31,No,Neutral
10617,52,Otro,6.09,2.7,2.37,14.59,Excelente,Medio,6.09,5.13,Si,Positivo
10619,62,Mujer,1.2,2.15,0.13,2.32,Buena,Bajo,6.46,7.35,Si,Positivo
10620,32,Mujer,6.96,5.69,2.33,1.35,Neutral,Medio,5.2,4.75,Si,Neutral
10621,20,Mujer,10.88,5.42,3.9,8.3,Mala,Alto,5.54,6.47,Si,Positivo
10622,35,Hombre,4.09,5.04,2.79,1.17,Excelente,Alto,5.6,0.05,No,Negativo
10624,22,Hombre,11.98,0.86,3.57,9.11,Excelente,Bajo,5.79,0.98,No,Neutral
10626,26,Mujer,7.84,6.9,4.9,1.73,Mala,Bajo,7.53,6.75,No,Neutral
10627,65,Mujer,9.35,1.02,1.49,12.51,Excelente,Bajo,4.15,9.38,No,Neutral
10628,30,Hombre,4.47,2.14,1.28,9.27,Buena,Medio,4.85,5.38,No,Negativo
10629,25,Hombre,11.57,5.73,4.79,5.39,Mala,Alto,5.51,5.24,Si,Negativo
10631,43,Otro,4.24,6.99,3.74,1.48,Excelente,Alto,8.88,9.81,Si,Positivo
10632,44,Hombre,5.55,5.35,2.39,5.94,Mala,Medio,8.2,9.67,No,Negativo
10633,45,Mujer,4.3,6.28,1.55,8.55,Neutral,Alto,7.82,9.15,Si,Positivo
10634,20,Hombre,10.52,5.7,0.05,1.38,Buena,Bajo,8.36,5.47,Si,Negativo
10636,23,Hombre,3.77,2.99,2.82,8.6,Buena,Alto,8.83,3.2,No,Neutral
10639,27,Mujer,9.34,0.87,1.94,14.95,Neutral,Alto,5.82,0.94,Si,Neutral
10641,49,Mujer,3.02,5.67,3.75,11.62,Buena,Bajo,7.04,7.22,Si,Neutral
10642,29,Mujer,5.98,4.66,0.0,10.25,Neutral,Alto,7.56,7.92,No,Neutral
10643,23,Mujer,4.93,6.59,3.55,6.15,Neutral,Bajo,5.23,8.82,No,Positivo
10644,32,Otro,1.02,2.15,2.21,9.67,Excelente,Alto,4.55,6.87,No,Neutral
10646,18,Hombre,5.45,5.99,1.85,11.79,Excelente,Medio,5.98,2.29,Si,Positivo
10647,56,Hombre,11.02,5.0,4.55,7.34,Excelente,Alto,4.79,5.24,No,Negativo
10648,47,Mujer,2.34,6.78,0.23,5.04,Neutral,Medio,4.65,8.98,Si,Positivo
10649,58,Mujer,8.96,1.38,4.94,9.26,Buena,Bajo,4.84,3.99,No,Neutral
10651,41,Hombre,8.28,5.76,2.13,10.18,Mala,Bajo,7.44,9.81,Si,Negativo
10652,60,Otro,8.93,6.0,2.14,6.42,Mala,Medio,7.69,4.33,Si,Positivo
10653,34,Hombre,11.09,7.24,4.49,4.47,Buena,Bajo,7.69,6.43,Si,Negativo
10654,44,Mujer,5.31,0.92,1.07,6.33,Mala,Medio,7.04,7.88,Si,Negativo
10655,43,Mujer,9.67,0.57,3.94,11.5,Neutral,Medio,7.06,5.29,Si,Negativo
10657,26,Hombre,4.09,6.04,3.06,1.97,Mala,Bajo,8.96,7.5,Si,Neutral
10658,43,Otro,2.05,7.09,4.44,5.92,Mala,Alto,4.69,5.02,Si,Neutral
10660,39,Otro,11.76,0.54,3.23,1.29,Neutral,Alto,7.65,3.94,No,Negativo
10661,18,Otro,11.64,7.19,0.52,8.63,Excelente,Bajo,8.44,4.48,No,Positivo
10662,43,Hombre,1.77,4.05,0.72,2.81,Buena,Medio,4.26,5.73,Si,Negativo
10663,50,Hombre,11.02,1.85,4.42,14.6,Buena,Alto,4.78,3.34,Si,Negativo
10664,45,Hombre,6.8,2.39,1.8,7.35,Excelente,Bajo,5.93,3.19,Si,Positivo
10665,42,Otro,11.33,4.95,1.06,5.68,Mala,Alto,4.29,2.6,No,Positivo
10666,25,Mujer,11.28,0.71,2.66,12.27,Excelente,Bajo,7.06,2.81,Si,Neutral
10669,27,Hombre,1.22,7.33,1.78,13.56,Buena,Medio,8.53,7.33,No,Positivo
10670,48,Otro,3.43,4.94,2.44,5.0,Buena,Medio,8.52,7.88,Si,Positivo
10671,37,Hombre,1.26,3.15,1.35,1.24,Neutral,Medio,6.73,1.03,No,Positivo
10672,35,Hombre,3.63,4.83,4.75,6.54,Mala,Alto,8.37,8.94,Si,Neutral
10673,60,Hombre,9.16,6.97,1.76,1.89,Mala,Alto,6.74,4.73,No,Neutral
10675,35,Hombre,1.3,0.4,3.75,9.95,Neutral,Bajo,5.61,1.46,No,Negativo
10677,18,Hombre,10.53,3.73,2.48,4.36,Excelente,Medio,5.49,7.84,No,Negativo
10678,20,Hombre,10.42,4.83,4.38,5.44,Buena,Alto,8.51,7.03,Si,Positivo
10679,34,Otro,5.86,2.01,1.64,9.53,Buena,Bajo,8.39,9.03,No,Neutral
10680,57,Hombre,2.27,0.15,2.21,9.17,Neutral,Bajo,7.29,9.08,No,Positivo
10681,19,Hombre,11.22,5.13,4.83,4.18,Neutral,Alto,7.43,2.32,No,Positivo
10682,65,Hombre,1.78,1.61,4.51,11.0,Excelente,Medio,4.01,4.17,Si,Neutral
10683,27,Otro,8.31,3.36,1.46,7.73,Buena,Bajo,4.46,3.29,Si,Positivo
10684,43,Mujer,4.87,2.63,1.73,1.1,Excelente,Medio,7.01,5.35,No,Positivo
10685,56,Otro,10.07,2.1,3.93,6.04,Neutral,Medio,7.49,8.36,No,Neutral
10686,33,Mujer,8.22,2.37,2.19,7.67,Mala,Alto,8.03,4.07,Si,Positivo
10687,38,Hombre,5.47,4.6,0.21,3.67,Excelente,Bajo,5.03,2.71,No,Negativo
10688,52,Mujer,4.95,1.9,3.15,1.74,Mala,Alto,6.07,0.51,No,Positivo
10689,42,Hombre,1.16,1.2,3.89,13.56,Mala,Bajo,6.34,2.73,No,Neutral
10691,41,Otro,3.14,1.46,2.46,3.7,Buena,Bajo,5.27,0.7,Si,Neutral
10692,45,Otro,8.68,3.92,0.46,14.91,Excelente,Bajo,6.3,9.48,No,Positivo
10693,18,Mujer,2.87,5.06,2.31,6.87,Buena,Bajo,5.43,1.85,Si,Negativo
10696,62,Otro,1.19,7.47,3.01,11.94,Excelente,Alto,4.57,8.4,Si,Positivo
10697,45,Mujer,6.38,5.7,1.64,9.3,Neutral,Alto,7.5,7.61,Si,Positivo
10698,65,Hombre,1.19,0.88,0.15,11.19,Excelente,Alto,5.45,5.005510655408122,No,Positivo
10701,41,Mujer,4.74,3.23,2.74,14.6,Excelente,Medio,6.43,6.88,No,Positivo
10702,35,Otro,6.443269288803943,1.28,4.83,13.82,Excelente,Medio,4.96,7.01,Si,Negativo
10703,30,Hombre,8.15,5.74,3.46,9.58,Excelente,Alto,6.31,6.89,Si,Positivo
10705,41,Otro,8.77,5.9,2.83,4.54,Neutral,Bajo,6.46,9.37,No,Positivo
10706,24,Otro,6.1,0.83,3.34,6.24,Buena,Alto,6.05,9.27,No,Negativo
10708,27,Hombre,3.03,0.39,3.54,1.59,Mala,Medio,7.59,2.74,Si,Neutral
10710,50,Hombre,6.95,0.76,1.16,1.54,Buena,Bajo,8.65,0.35,No,Positivo
10711,42,Mujer,9.56,0.3,0.68,8.96,Excelente,Alto,7.17,5.81,Si,Positivo
10712,47,Hombre,4.44,6.2,4.3,12.76,Excelente,Alto,5.62,0.85,No,Negativo
10713,22,Mujer,7.9,0.84,4.03,7.5,Mala,Bajo,5.8,3.05,Si,Positivo
10715,47,Mujer,6.22,5.96,4.89,3.72,Buena,Alto,6.39,6.54,Si,Positivo
10716,60,Otro,10.04,7.63,3.59,9.12,Excelente,Alto,6.500054364240411,7.67,No,Neutral
10718,40,Mujer,8.84,5.39,4.8,6.19,Mala,Alto,6.01,8.92,Si,Neutral
10719,58,Otro,6.53,2.23,1.08,13.06,Excelente,Bajo,4.32,2.38,Si,Negativo
10720,22,Otro,5.5,0.52,2.14,14.19,Mala,Bajo,4.23,1.33,Si,Positivo
10721,18,Otro,5.93,3.7,2.18,13.67,Neutral,Bajo,6.500054364240411,8.52,No,Positivo
10722,42,Hombre,2.44,7.09,2.31,12.19,Mala,Bajo,7.96,2.68,No,Negativo
10724,62,Otro,3.78,3.58,0.72,5.14,Buena,Alto,7.1,9.3,Si,Neutral
10725,55,Mujer,9.89,2.56,1.49,10.15,Neutral,Alto,6.98,3.56,Si,Positivo
10726,52,Mujer,10.28,2.1,3.81,11.83,Mala,Medio,4.59,0.4,No,Positivo
10727,20,Hombre,10.41,5.65,4.85,13.58,Mala,Alto,5.34,5.93,No,Neutral
10729,38,Mujer,6.77,1.89,0.63,2.26,Excelente,Medio,4.96,7.51,Si,Negativo
10730,43,Otro,6.95,4.54,4.1,4.66,Buena,Bajo,8.29,0.68,No,Negativo
10732,46,Otro,8.99,6.3,0.21,1.98,Neutral,Alto,8.3,1.69,Si,Positivo
10734,18,Hombre,10.9,7.55,4.1,5.42,Buena,Bajo,5.07,0.58,Si,Neutral
10735,48,Hombre,1.79,3.31,2.5259352591682034,11.03,Neutral,Medio,6.44,9.55,No,Negativo
10736,42,Hombre,1.14,7.22,0.14,12.99,Excelente,Medio,5.35,7.13,No,Negativo
