User_ID,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
USER-04926,21.0,Other,7.03,6.31,4.63,8.53,Excellent,High,7.43,5.5,No,Neutral,
USER-01252,46.0,Other,10.9,2.27,3.34,4.27,Poor,Low,5.71,3.4,No,Neutral,
USER-01196,51.0,Female,3.33,2.42,3.86,11.72,Fair,Low,8.52,,Yes,Positive,
USER-07154,24.0,Female,9.49,6.61,0.73,9.87,Excellent,Medium,4.3,9.14,No,Neutral,
USER-00075,57.0,Male,5.13,0.63,4.04,2.37,,Medium,5.48,9.37,Yes,Negative,
USER-05301,34.0,Other,5.18,1.53,4.52,,Excellent,Medium,7.51,3.0,Yes,Negative,
USER-07609,27.0,Other,9.09,7.12,3.48,7.81,Fair,Medium,7.39,5.26,Yes,Neutral,
USER-07129,38.0,Female,2.36,6.77,1.53,6.55,Excellent,Medium,4.54,9.23,No,Negative,
USER-08177,44.0,Male,10.01,3.32,2.26,2.77,Excellent,Low,4.4,7.24,Yes,Negative,
USER-05491,28.0,Female,10.37,2.2,3.08,4.95,Poor,Medium,5.8,5.91,No,Neutral,
USER-08238,29.0,Male,8.63,5.89,0.55,3.62,Poor,,8.55,2.36,Yes,Positive,
USER-00813,64.0,Male,9.06,6.69,2.02,1.54,Poor,High,8.18,8.73,No,Negative,
USER-06864,34.0,Male,5.65,5.16,3.97,11.91,Good,Low,4.08,4.82,Yes,Neutral,
USER-03282,18.0,Male,1.53,0.4,4.9,14.06,Good,Low,invalid,3.52,No,Positive,
USER-05248,34.0,Female,6.11,6.65,0.89,5.72,Excellent,Low,7.7,0.35,Yes,Positive,
USER-05019,35.0,Male,10.22,4.57,4.49,4.94,Fair,invalid,6.6,3.19,No,Negative,
USER-00322,40.0,Male,7.49,invalid,3.12,1.85,Poor,Low,5.88,0.59,No,Positive,
USER-04046,42.0,Other,11.17,2.48,3.74,3.71,Excellent,Medium,8.24,9.55,Yes,Positive,
USER-08642,31.0,Female,invalid,7.27,4.07,3.7,Good,Medium,7.46,7.38,Yes,Negative,
USER-09875,49.0,Other,2.25,4.93,0.34,13.54,Good,High,8.9,7.67,Yes,Neutral,
USER-09724,44.0,Other,8.28,5.65,1.8,8.15,Good,Low,6.71,4.6,No,Negative,
USER-07218,55.0,Male,7.65,7.03,0.69,14.12,invalid,Low,4.19,9.95,No,Neutral,
USER-08137,22.0,Other,10.2,6.11,4.47,10.08,Excellent,Low,5.42,3.73,Yes,Negative,
USER-04447,52.0,Male,6.0,5.47,2.33,10.96,Fair,Medium,5.24,5.92,No,Negative,
USER-02160,31.0,Female,10.27,1.57,4.28,14.1,Excellent,High,7.4,1.9,No,Positive,
USER-05282,invalid,Other,1.51,3.39,3.26,7.59,Fair,High,8.92,0.84,Yes,Positive,
USER-09331,57.0,Female,5.14,5.87,2.99,5.51,Excellent,Low,5.29,4.33,No,Negative,
USER-01956,49.0,Other,11.15,7.04,3.26,14.03,Poor,Low,6.69,3.82,No,Negative,
USER-01780,24.0,Other,7.58,invalid,0.26,4.37,Good,High,6.85,8.73,Yes,Neutral,
USER-02588,40.0,Female,2.93,1.3,4.14,6.33,Poor,High,8.97,9.28,Yes,Neutral,
USER-02172,63.0,Other,1.43,,4.45,14.48,Good,High,6.15,3.4,Yes,Negative,
USER-02325,20.0,Male,1.06,2.58,3.76,10.75,Good,Medium,6.73,8.02,Yes,Negative,
USER-01481,56.0,Female,3.41,5.36,3.22,11.81,Fair,High,4.84,6.67,No,invalid,
USER-07966,40.0,Male,11.86,4.85,3.58,8.07,Excellent,Medium,invalid,0.83,Yes,Neutral,
USER-08073,18.0,Other,8.47,7.89,0.78,6.12,Fair,Medium,4.27,8.09,Yes,Negative,
USER-03722,34.0,Female,5.22,5.88,0.02,,Excellent,Low,7.6,0.48,No,Positive,
USER-01380,61.0,Male,,2.1,0.33,12.82,Excellent,High,6.06,7.22,Yes,invalid,
USER-09131,61.0,Other,8.71,7.6,3.39,13.17,Excellent,High,5.56,9.84,No,Negative,
USER-08922,36.0,Male,8.46,7.25,0.35,2.35,Fair,High,8.14,7.56,No,Negative,
USER-06997,30.0,Other,10.42,0.79,1.65,8.97,Good,Low,5.37,0.54,No,Negative,
USER-05126,46.0,Other,9.11,3.53,2.38,1.48,Poor,Medium,5.12,7.71,Yes,Positive,
USER-09230,30.0,Female,11.3,5.08,3.15,3.87,Excellent,High,7.93,,Yes,Neutral,
USER-02483,59.0,Male,7.78,3.81,2.41,5.42,Good,Medium,7.6,9.93,No,Positive,
USER-04321,31.0,Other,5.6,1.12,4.45,8.73,invalid,Medium,4.27,4.98,Yes,Neutral,
USER-07349,27.0,Female,2.16,4.58,4.81,13.99,Poor,Medium,5.25,invalid,invalid,Negative,
USER-04786,57.0,Other,1.9,7.26,2.0,8.45,Good,Low,5.47,,Yes,Negative,
USER-05636,39.0,Female,6.82,0.28,3.99,5.9,Good,invalid,,2.44,No,Positive,
USER-01022,32.0,Male,8.61,3.66,3.57,4.22,Excellent,Low,4.21,8.48,No,Negative,
,34.0,Male,3.89,6.91,2.72,7.24,Good,Low,4.06,2.28,No,Positive,
USER-02644,62.0,Female,6.89,3.4,0.73,6.18,Fair,invalid,5.98,6.7,No,Negative,
USER-05093,39.0,Other,7.79,4.61,0.64,10.04,Excellent,Low,5.39,4.71,Yes,Negative,
USER-09158,30.0,Female,invalid,2.12,3.41,11.61,Fair,Low,4.1,5.08,Yes,Neutral,
USER-02779,40.0,Female,8.62,7.89,3.93,13.73,Poor,High,7.25,4.58,No,Negative,
USER-08066,invalid,Male,2.7,2.89,1.02,13.01,Poor,High,7.29,9.86,Yes,Negative,
USER-04283,44.0,Female,11.24,3.0,1.11,5.8,Good,Low,5.83,7.99,Yes,Positive,
USER-02720,36.0,Male,10.8,6.48,3.6,11.7,Fair,Medium,8.7,7.75,Yes,Neutral,
USER-07005,58.0,Female,invalid,4.21,0.65,3.43,Fair,Low,4.45,6.78,No,Neutral,
USER-03306,65.0,Female,3.22,,3.25,5.95,Good,Low,7.69,4.81,Yes,Neutral,
USER-06369,42.0,Male,3.8,6.64,0.43,10.35,Good,Medium,4.89,3.5,No,Negative,
USER-09650,,Other,9.45,3.03,2.34,11.34,Poor,Medium,6.1,1.73,No,Negative,
USER-04837,63.0,Male,5.72,6.31,2.03,6.82,Poor,Low,4.61,5.64,No,Positive,
USER-02785,35.0,Female,9.75,5.57,1.14,3.97,Fair,Medium,8.98,9.16,No,Positive,
USER-09544,34.0,Other,2.96,5.83,4.92,6.36,Fair,High,4.94,9.87,Yes,Neutral,
USER-08489,20.0,Male,3.17,4.69,2.83,5.82,Poor,Low,5.49,6.89,No,Negative,
USER-03287,53.0,Female,3.93,2.34,0.49,14.13,Excellent,Medium,6.86,4.17,Yes,Negative,
USER-05336,18.0,Female,3.29,7.89,1.84,10.85,Good,High,8.97,1.49,No,Neutral,
USER-05229,58.0,Other,4.72,5.87,0.84,10.5,Poor,Low,6.44,6.31,No,Negative,
USER-06129,25.0,Male,1.33,2.57,4.17,5.83,Excellent,High,5.93,3.73,Yes,invalid,
USER-04039,47.0,Other,4.24,1.49,,7.29,Good,Low,5.51,2.98,Yes,Neutral,
USER-09857,24.0,Other,6.96,1.74,0.48,8.91,Fair,High,5.14,1.84,No,Neutral,
USER-08539,19.0,Male,4.67,2.71,4.09,5.0,,High,6.61,1.69,Yes,Neutral,
USER-04655,35.0,Other,9.47,0.14,1.63,4.68,Poor,Medium,8.75,3.12,No,Negative,
USER-07294,34.0,Male,11.97,0.18,2.14,5.76,Poor,Low,4.14,8.61,Yes,Neutral,
USER-06662,45.0,Male,2.16,7.47,3.81,9.76,Fair,Low,5.65,8.06,Yes,Neutral,
USER-07375,64.0,Female,7.14,2.34,4.57,5.61,Good,Low,7.23,3.75,Yes,Negative,
USER-02773,62.0,Male,6.15,5.98,1.36,8.58,Good,Medium,7.27,6.51,Yes,Positive,
USER-06162,28.0,Male,3.91,6.86,0.77,8.14,Poor,High,6.14,0.02,Yes,Negative,
USER-06876,19.0,Other,2.32,2.21,0.36,7.42,Fair,Medium,4.23,0.2,No,Neutral,
USER-02314,18.0,Other,10.55,0.34,0.04,13.08,Good,High,5.46,3.99,Yes,Positive,
USER-09652,33.0,Female,5.52,0.87,4.49,8.38,Excellent,Medium,4.82,9.57,No,Neutral,
USER-03902,65.0,Male,6.18,2.71,3.95,10.36,Poor,Medium,6.79,4.27,Yes,Positive,
USER-03743,50.0,Male,8.61,3.42,2.37,6.24,Good,High,7.38,5.49,No,Negative,
USER-03827,47.0,Male,11.84,4.75,2.73,8.19,Poor,Medium,6.83,8.78,Yes,Neutral,
USER-05073,48.0,Female,8.56,5.52,2.42,1.05,Poor,High,6.16,5.29,No,Positive,
USER-09181,59.0,Female,7.59,6.59,3.59,9.56,Excellent,Medium,7.74,7.29,No,Neutral,
USER-01493,24.0,Male,4.66,7.06,1.39,14.16,Poor,Medium,8.24,1.48,No,Positive,
USER-09760,37.0,Other,8.4,7.44,1.44,4.56,Fair,Medium,6.91,8.82,Yes,Negative,
USER-05255,46.0,Female,7.43,1.4,1.07,6.61,Fair,Medium,,9.61,No,Neutral,
USER-03709,35.0,Other,3.27,2.12,4.84,3.71,Good,High,6.37,6.25,Yes,Negative,
USER-01427,48.0,Male,6.81,1.77,1.65,5.55,Fair,Medium,4.11,2.39,Yes,Positive,
invalid,52.0,Other,2.92,2.66,1.54,14.41,Poor,High,4.28,5.24,Yes,Negative,
USER-01042,19.0,Male,3.62,1.34,3.75,5.68,Excellent,High,7.19,6.65,No,Positive,
USER-04273,46.0,Other,6.84,6.68,,,Fair,Medium,5.42,5.65,No,Positive,
USER-03527,61.0,invalid,7.23,3.89,3.42,6.29,Poor,Low,5.01,6.69,Yes,Positive,
USER-02709,59.0,Other,4.84,7.64,3.64,3.24,Excellent,High,8.44,1.79,No,Neutral,
USER-03911,64.0,Female,2.31,4.94,4.73,7.09,Excellent,Medium,5.02,5.59,No,Negative,
USER-04445,31.0,Other,5.71,4.03,2.55,11.3,Excellent,Medium,5.01,6.96,No,Neutral,
USER-08401,21.0,Female,11.15,5.67,3.95,11.28,Fair,Low,7.62,2.71,No,Neutral,
USER-01063,58.0,Male,11.96,5.77,4.17,9.22,Fair,High,7.19,1.26,Yes,Neutral,
USER-08677,,Female,5.15,6.33,,13.18,Fair,Medium,8.73,6.21,No,Neutral,
USER-08667,46.0,Male,2.15,3.87,3.76,6.85,Good,High,6.83,3.46,No,Negative,
USER-06335,31.0,Female,11.76,7.82,0.31,9.06,Poor,Low,6.75,6.5,No,Negative,
USER-04115,63.0,Female,6.12,1.06,3.91,4.4,Poor,Medium,5.14,6.38,,Neutral,
USER-04303,38.0,Male,7.33,6.97,3.57,4.54,Excellent,Low,6.68,5.18,Yes,Positive,
USER-07260,53.0,Other,3.76,7.59,2.18,3.07,Excellent,Low,7.31,2.6,No,Neutral,
USER-05097,26.0,Female,5.62,4.67,3.8,1.58,Excellent,High,8.82,9.63,Yes,Negative,
USER-03243,33.0,Other,8.75,4.83,1.9,14.05,Excellent,High,5.34,6.11,No,Neutral,
USER-05479,18.0,Female,4.02,2.31,,5.59,Fair,High,7.15,0.78,Yes,Negative,
USER-01655,46.0,Other,8.05,2.89,2.46,6.12,Good,Medium,8.19,6.16,No,Negative,
USER-00187,51.0,Male,2.21,5.12,1.19,3.88,Excellent,Medium,8.14,0.1,No,Neutral,
USER-03266,57.0,,4.98,0.42,4.61,,Fair,Low,5.3,0.87,No,Positive,
USER-01701,20.0,Male,6.88,3.1,4.52,9.77,Excellent,High,5.32,0.92,Yes,Negative,
USER-01442,53.0,Other,3.89,7.95,2.34,14.59,Fair,Medium,,5.81,No,Negative,
USER-06754,31.0,Male,5.57,0.2,4.28,10.92,Good,High,4.91,9.45,Yes,Positive,
USER-03001,53.0,Female,5.03,7.98,4.71,12.84,Good,Medium,7.51,5.67,No,Positive,
USER-07603,65.0,Female,10.96,7.05,,12.7,Good,Low,5.37,3.4,No,Neutral,
USER-07929,26.0,Other,8.97,0.05,1.69,7.48,Fair,Low,,3.71,No,invalid,
USER-05345,34.0,Female,4.75,1.89,4.41,5.41,Good,Low,8.16,3.49,No,invalid,
USER-01861,63.0,Other,7.25,0.99,4.32,2.01,Good,Low,8.18,0.53,Yes,Negative,
USER-07336,53.0,Male,3.11,2.3,3.33,13.15,Excellent,High,invalid,1.26,Yes,Positive,
USER-00043,47.0,Other,10.6,6.15,2.95,14.35,Excellent,High,5.0,4.1,No,Neutral,
USER-01176,42.0,Male,11.12,7.23,3.91,14.33,Excellent,Medium,5.72,2.67,Yes,Negative,
USER-09542,45.0,Male,1.64,3.19,1.4,10.93,Poor,Medium,,9.42,Yes,Negative,
USER-06070,64.0,Other,5.84,0.2,2.49,7.27,Fair,Medium,8.33,5.04,No,Negative,
USER-07415,53.0,Other,11.08,3.69,0.06,12.69,Excellent,Medium,4.62,4.11,No,Negative,
,54.0,Other,2.77,3.79,1.87,8.57,Fair,Low,7.91,9.9,No,Neutral,
USER-04611,41.0,Female,5.24,5.79,1.52,8.53,Excellent,Medium,5.55,1.88,No,Neutral,
USER-03878,48.0,Female,11.78,6.34,4.76,5.92,Excellent,High,4.65,4.29,Yes,Positive,
USER-05080,50.0,Female,3.93,5.89,2.31,7.1,Poor,Medium,5.28,3.56,No,Negative,
USER-08564,51.0,Other,7.03,0.41,2.17,10.34,Poor,Medium,7.29,1.28,No,invalid,
USER-01571,18.0,Female,9.78,1.07,4.68,3.29,Poor,High,7.93,2.34,No,Positive,
USER-07300,56.0,Male,1.57,4.13,4.15,2.61,Excellent,Low,4.11,6.68,No,Positive,
USER-05116,57.0,Other,2.79,1.31,1.27,7.88,Excellent,Low,5.2,5.79,Yes,Positive,
USER-08220,31.0,Male,6.91,6.67,3.05,3.58,Fair,Medium,6.7,8.66,No,Negative,
USER-07867,33.0,Male,9.12,2.99,2.6,3.1,Fair,Low,4.95,5.49,No,Positive,
USER-07267,46.0,Other,7.47,0.52,2.73,,Excellent,High,6.02,6.15,Yes,Neutral,
USER-03263,56.0,Female,4.17,3.63,0.51,5.81,Fair,High,7.97,2.12,Yes,Negative,
USER-06045,24.0,Female,9.84,7.88,1.29,12.77,Poor,Medium,6.31,7.86,No,Neutral,
USER-02460,31.0,Male,2.95,6.22,2.59,9.64,Fair,High,5.74,3.56,Yes,Positive,
USER-08051,52.0,Other,10.59,2.94,4.0,4.71,Excellent,Low,8.83,1.86,No,Positive,
USER-04658,46.0,Male,4.02,6.15,0.87,8.0,Poor,Low,7.94,7.79,Yes,Negative,
USER-01882,,Male,6.2,2.62,2.29,4.16,,High,5.81,4.72,No,Neutral,
USER-07664,59.0,Female,11.34,1.31,0.96,6.84,Poor,Medium,5.33,4.36,Yes,Neutral,
USER-07519,53.0,Male,4.1,2.46,3.7,8.4,Excellent,High,7.48,1.53,No,Positive,
USER-06252,38.0,Female,10.36,2.74,2.09,7.71,Fair,Medium,6.45,6.79,Yes,Positive,
USER-00376,34.0,Other,8.08,3.5,0.77,6.67,Fair,Low,5.77,0.61,No,Negative,
USER-00052,57.0,Other,2.95,1.48,3.91,7.22,Fair,High,8.96,0.33,No,Negative,
USER-06474,39.0,Male,4.19,5.32,3.26,9.73,Excellent,High,6.14,3.5,Yes,Neutral,
USER-09034,52.0,Male,3.53,6.51,0.85,11.25,Fair,High,6.27,8.01,No,Negative,
USER-04976,46.0,Female,8.9,6.33,3.86,14.96,Poor,Low,7.55,6.43,No,Neutral,
USER-04553,26.0,Female,1.08,5.39,4.81,12.87,Good,Medium,7.54,9.34,Yes,Positive,
USER-00766,,Male,1.08,0.52,2.99,13.71,Excellent,High,8.94,5.8,No,,
USER-07015,25.0,Female,2.53,3.07,3.19,14.1,Good,Medium,8.96,5.68,Yes,Neutral,
USER-06009,22.0,Male,3.48,6.47,1.89,8.9,Excellent,Medium,8.12,3.2,Yes,Negative,
USER-02282,43.0,Female,,7.46,2.92,6.17,Good,Low,5.46,0.77,No,Negative,
USER-01093,18.0,Other,6.16,2.52,4.61,4.77,Excellent,High,8.08,7.46,No,Neutral,
USER-04848,36.0,Male,8.45,0.88,1.23,4.75,Excellent,Medium,6.39,0.58,invalid,invalid,
USER-07864,59.0,Other,8.31,4.06,4.01,11.38,Good,High,7.73,8.96,Yes,Neutral,
USER-03583,20.0,Male,5.86,0.35,0.2,2.88,Good,Medium,6.63,8.65,No,Negative,
USER-07111,38.0,Female,11.9,6.84,3.86,14.18,Excellent,invalid,8.19,3.26,No,Neutral,
USER-07643,19.0,Female,5.19,6.21,,5.15,Poor,High,7.37,6.9,Yes,Neutral,
USER-01086,43.0,Female,11.44,0.37,0.69,,Poor,High,8.63,5.52,Yes,Negative,
USER-03327,33.0,Female,2.45,5.74,1.43,6.22,Poor,Low,6.43,2.6,Yes,Positive,
USER-08123,39.0,Other,9.7,6.29,4.75,9.02,Good,Medium,8.91,1.71,,Neutral,
USER-04704,33.0,Other,4.63,4.25,4.93,8.66,Excellent,Low,7.9,3.49,Yes,Positive,
USER-03116,30.0,Female,9.44,0.5,0.96,3.69,Excellent,High,7.22,3.96,No,Neutral,
USER-03352,59.0,Male,7.9,invalid,2.74,4.34,Good,High,6.41,1.49,No,Neutral,
USER-03774,48.0,Female,3.39,4.45,3.52,3.94,Excellent,Medium,7.32,6.83,No,Negative,
USER-00197,65.0,Other,11.86,4.95,2.14,1.45,Poor,High,6.16,5.38,Yes,Neutral,
USER-09620,44.0,Other,4.76,7.41,0.02,,Fair,Medium,4.02,3.89,Yes,Negative,
USER-08306,38.0,Other,3.45,6.0,1.26,14.13,Poor,Low,8.95,7.67,No,Negative,
USER-05653,41.0,Male,2.47,4.95,,2.76,Excellent,High,8.55,6.0,No,Neutral,
USER-09345,20.0,Other,11.54,invalid,3.23,13.63,Poor,Low,8.01,2.45,Yes,Negative,
USER-05572,27.0,Male,7.56,0.19,2.75,6.71,Fair,High,7.87,8.51,Yes,Positive,
USER-07017,34.0,Male,2.45,2.82,4.16,7.04,Good,Medium,6.67,3.32,Yes,Negative,
USER-08918,39.0,Female,3.6,3.74,3.63,3.52,Poor,High,6.34,5.59,No,Neutral,
USER-07625,27.0,Male,4.63,2.28,0.05,9.53,Excellent,Medium,7.29,5.3,No,Positive,
USER-09512,25.0,Male,3.73,3.26,1.8,10.18,Fair,Low,6.93,9.86,No,Neutral,
USER-07184,invalid,Female,7.01,invalid,1.44,5.23,Excellent,Low,5.97,6.18,Yes,Positive,
USER-04401,44.0,Male,4.64,1.98,4.15,14.05,Excellent,Medium,5.41,3.59,No,Negative,
USER-05734,40.0,Female,2.79,3.04,0.78,9.25,Good,Medium,4.21,9.8,No,Negative,
USER-02929,33.0,Other,5.37,0.67,0.44,1.55,Poor,Medium,4.51,4.94,Yes,Positive,
USER-03782,29.0,Female,7.77,5.12,1.25,14.61,Poor,High,8.74,5.11,Yes,Negative,
USER-09070,43.0,Other,11.98,3.02,3.33,6.79,Fair,Medium,4.18,,Yes,Positive,
USER-01669,29.0,Other,1.76,2.59,4.69,14.93,Excellent,Low,6.8,8.19,Yes,Neutral,
USER-02994,45.0,Male,4.39,7.95,,9.56,Good,Low,8.92,8.47,No,Negative,
USER-09747,42.0,Male,10.19,2.18,2.55,4.24,Poor,Medium,4.24,4.53,Yes,Positive,
USER-01206,42.0,Female,9.42,5.9,2.26,4.34,Good,High,5.8,4.35,No,Positive,
USER-08391,34.0,Female,6.0,1.33,3.0,13.79,Excellent,High,7.02,5.38,Yes,Neutral,
USER-02349,18.0,Female,6.71,4.74,0.24,11.58,Good,High,8.18,9.96,Yes,Negative,
USER-00095,23.0,Female,3.4,1.01,0.03,7.96,Poor,Medium,6.33,4.05,Yes,Positive,
USER-00807,53.0,Other,9.04,7.0,4.69,3.33,Poor,Low,7.99,4.72,No,Neutral,
USER-01591,54.0,Male,6.84,0.94,4.42,12.46,Good,High,5.01,3.2,Yes,Positive,
USER-04548,43.0,Female,11.0,7.45,2.94,1.24,Good,High,8.94,1.71,Yes,Negative,
USER-01255,25.0,Other,4.72,,3.13,11.84,Poor,Medium,7.73,8.61,No,Negative,
USER-03556,24.0,Female,invalid,5.74,2.52,6.24,Fair,Low,4.62,9.78,No,Positive,
USER-06698,54.0,Female,10.62,4.92,1.35,7.57,Poor,High,7.05,4.29,Yes,Positive,
USER-05268,26.0,Male,7.32,3.72,4.51,2.01,Poor,Low,8.45,4.22,No,Negative,
USER-05411,26.0,Other,5.82,4.49,4.28,13.62,Poor,Medium,6.04,2.43,Yes,Positive,
USER-06737,27.0,Male,6.95,0.14,2.71,14.09,Excellent,Low,8.05,7.76,Yes,Positive,
USER-01539,,Other,,0.51,,11.26,Fair,Low,6.37,9.61,No,Neutral,
USER-02852,56.0,Female,1.13,1.33,2.42,3.66,Poor,High,6.43,7.87,Yes,Positive,
USER-02227,35.0,Male,4.65,4.1,0.66,7.82,Poor,Medium,7.75,2.2,Yes,Negative,
USER-08465,27.0,Female,11.32,2.84,0.92,14.47,Poor,High,8.0,0.93,No,Negative,
USER-04540,21.0,Other,3.71,7.53,3.94,13.12,Fair,Medium,6.88,7.98,No,Neutral,
USER-00005,53.0,Male,1.2,0.56,0.29,12.63,Good,Low,5.55,4.0,No,Positive,
USER-06054,invalid,Other,11.76,2.24,4.18,10.93,Excellent,High,8.15,8.01,Yes,Negative,
USER-09723,42.0,Other,4.46,invalid,2.21,6.71,Good,Medium,6.31,invalid,Yes,Neutral,
USER-09851,50.0,Other,11.34,7.12,4.19,12.96,Fair,Low,7.4,3.81,Yes,Positive,
USER-01835,24.0,Male,3.37,,0.38,8.6,Fair,Medium,6.09,4.08,Yes,Neutral,
USER-05289,49.0,Other,11.72,3.46,1.37,13.45,Excellent,Low,5.54,5.08,Yes,Neutral,
invalid,57.0,Other,10.44,2.7,,11.1,Fair,High,5.53,invalid,No,Positive,
USER-00703,23.0,Male,7.79,3.93,1.17,9.33,Fair,Medium,4.07,0.54,No,Negative,
USER-09433,25.0,Female,6.92,1.52,2.0,,Excellent,Low,invalid,0.91,Yes,Negative,
USER-06593,60.0,Other,3.63,6.54,1.61,3.95,Good,Low,5.35,invalid,No,Negative,
USER-00962,37.0,Male,1.26,7.73,0.86,11.67,Poor,Low,4.02,4.43,Yes,Positive,
USER-01274,35.0,Other,7.22,5.47,4.72,5.41,Poor,Low,8.92,9.99,No,Positive,
USER-06785,62.0,Other,1.22,3.87,1.38,3.62,Fair,High,7.85,7.91,Yes,Positive,
USER-03390,27.0,Female,6.04,7.73,4.17,13.65,Poor,High,4.53,2.49,No,Positive,
USER-07046,54.0,Male,1.42,7.32,3.06,8.76,Poor,Low,4.26,3.62,Yes,Negative,
USER-01915,39.0,Female,,4.04,0.78,6.07,Fair,High,4.31,9.14,Yes,Neutral,
USER-06072,30.0,Female,5.96,7.17,0.12,2.82,Poor,Low,5.42,5.06,No,Positive,
invalid,63.0,Female,7.8,1.33,3.14,,Fair,High,6.07,3.06,No,Positive,
USER-09877,33.0,Female,6.77,1.12,1.15,10.04,Excellent,High,7.62,0.02,Yes,Neutral,
,25.0,Male,10.21,3.07,1.54,13.92,Fair,Medium,6.02,8.08,invalid,Negative,
USER-08828,22.0,Other,2.26,7.14,3.85,12.89,Fair,Low,7.09,7.18,Yes,Negative,
USER-03917,26.0,Other,4.53,4.74,2.41,1.88,Fair,Medium,4.83,6.15,No,Neutral,
USER-08733,49.0,Male,10.16,0.42,0.26,13.22,Good,High,7.23,8.79,Yes,Negative,
USER-01917,55.0,Female,10.9,6.55,1.5,9.33,Good,Low,4.14,9.76,Yes,Positive,
USER-02380,46.0,Female,9.51,7.57,4.82,8.56,Excellent,Low,5.96,7.68,Yes,Negative,
USER-02081,invalid,Other,8.81,1.94,4.21,8.54,Good,Low,8.86,3.28,Yes,Negative,
USER-02352,55.0,Male,invalid,0.69,3.17,7.13,Good,Low,8.97,9.66,Yes,Negative,
invalid,32.0,Other,11.61,2.89,4.29,9.68,Excellent,High,8.71,3.93,No,Negative,
USER-03369,33.0,Other,10.59,7.65,2.99,,Good,Medium,4.76,5.55,Yes,Negative,
USER-09710,49.0,Other,2.93,0.48,4.54,1.5,Poor,High,8.31,6.98,Yes,Neutral,
USER-05157,38.0,Other,11.54,0.27,3.88,4.31,Excellent,Medium,6.85,7.33,No,Neutral,
USER-01577,18.0,invalid,10.03,7.54,4.78,5.79,Good,Low,6.96,5.01,Yes,Negative,
USER-03366,46.0,Female,7.38,3.98,2.75,9.77,Fair,Medium,8.0,9.77,Yes,Negative,
USER-01741,64.0,Female,1.38,3.09,0.7,14.59,Poor,Low,8.09,2.32,No,Negative,
USER-02293,40.0,Male,2.64,0.16,0.75,9.21,Excellent,High,4.14,2.5,No,Positive,
USER-09584,21.0,Other,8.05,0.22,1.13,7.88,Excellent,High,4.07,8.73,No,Negative,
USER-07061,44.0,Other,2.7,7.91,1.53,11.68,Poor,High,8.44,9.2,No,Negative,
USER-08063,58.0,Male,9.4,7.64,0.39,14.08,Excellent,Low,7.21,8.49,No,Negative,
USER-06549,45.0,Female,2.51,4.21,0.72,6.6,Good,High,4.33,0.08,No,Negative,
USER-01860,20.0,invalid,2.92,2.23,0.11,2.62,Poor,Low,5.5,5.57,No,Positive,
USER-07903,50.0,Female,2.58,1.57,3.92,12.3,Excellent,High,4.62,2.87,Yes,Negative,
USER-07099,55.0,Male,3.84,3.32,2.11,1.69,Poor,Medium,8.83,0.89,invalid,Negative,
USER-03530,39.0,Other,11.61,0.73,2.07,10.66,Excellent,Low,6.55,1.25,No,Positive,
USER-09231,56.0,Male,7.43,4.28,3.73,8.36,Poor,High,7.33,9.76,No,Positive,
USER-05416,36.0,Other,11.02,4.61,0.84,2.23,Poor,High,7.22,1.91,No,Positive,
USER-08478,32.0,Male,5.85,5.93,,7.82,Excellent,High,6.65,2.36,No,Negative,
USER-00091,22.0,Female,11.11,1.5,,13.31,invalid,Medium,4.34,2.66,No,Neutral,
USER-04474,21.0,Male,1.54,5.59,3.32,7.1,Fair,High,6.29,4.49,Yes,Positive,
USER-05904,43.0,Male,11.31,4.88,2.47,4.83,Poor,Low,7.79,4.49,No,Positive,
USER-05427,49.0,Other,2.3,2.47,4.91,3.76,Poor,High,,6.49,No,Neutral,
USER-01674,62.0,Male,11.0,7.26,4.06,,Excellent,High,7.18,9.93,Yes,Neutral,
USER-06904,30.0,Male,10.0,1.22,1.84,1.24,Fair,Medium,6.29,3.94,No,Neutral,
USER-01960,29.0,Male,5.92,3.5,3.21,5.97,Fair,Low,7.31,8.6,No,Neutral,
USER-06260,39.0,Female,3.64,1.19,3.16,2.6,Fair,High,4.06,4.22,Yes,Negative,
USER-09513,37.0,Other,1.22,5.39,2.99,4.26,Excellent,High,5.08,4.91,No,Neutral,
USER-06672,44.0,Male,11.56,6.88,0.23,4.82,Fair,Low,6.7,2.16,Yes,Positive,
USER-04275,51.0,Other,9.19,4.48,1.57,6.4,Fair,Medium,4.67,3.56,Yes,Negative,
USER-01508,27.0,Male,9.4,2.34,4.8,7.32,Poor,Low,8.1,7.49,Yes,Neutral,
USER-04368,60.0,Female,4.57,0.26,4.85,5.56,Poor,Low,8.35,4.59,No,Positive,
USER-06092,invalid,Female,9.48,3.44,4.27,14.17,Good,High,8.05,0.55,Yes,Neutral,
USER-03672,50.0,Male,8.34,2.33,0.6,11.18,Good,Medium,8.31,7.45,Yes,Neutral,
USER-04318,25.0,Female,5.98,2.16,2.21,6.04,Poor,Low,4.79,7.05,Yes,invalid,
USER-05056,26.0,Other,invalid,3.72,4.84,1.97,Good,Low,7.54,6.84,No,Negative,
